Seconds,Barometric_Pressure,Flow_Rate,Oxygen,Water_Vapor,Carbon_Dioxide,Marker
415,83.92005,752.3709,19.80161,2.00E-02,0.0147221,-1
416,83.91068,752.3709,19.80216,0.0200472,0.0149221,33
417,83.94505,752.0896,19.80122,0.0199222,1.53E-02,-1
418,83.92943,752.3083,19.80169,0.0199222,1.55E-02,-1
419,83.94036,752.2772,19.80193,0.0199222,1.55E-02,-1
420,83.91224,752.4646,19.80146,2.00E-02,1.57E-02,-1
421,83.92943,752.2772,19.8006,2.01E-02,1.58E-02,-1
422,83.90911,752.5896,19.79943,0.0199847,1.56E-02,-1
423,83.92474,752.2772,19.80029,2.01E-02,1.55E-02,-1
424,83.94661,752.4646,19.8006,0.0200472,1.48E-02,-1
425,83.94349,752.1521,19.7988,2.01E-02,0.0145471,70
426,83.94193,752.8396,19.80122,2.01E-02,1.44E-02,-1
427,83.93255,752.4646,19.79958,0.0201097,1.38E-02,-1
428,83.93098,752.5896,19.80138,2.00E-02,1.37E-02,-1
429,83.93411,752.2458,19.79896,0.0199222,1.35E-02,-1
430,83.93568,752.0271,19.79927,0.0199222,1.35E-02,-1
431,83.9388,752.3083,19.79872,1.99E-02,1.36E-02,-1
432,83.92786,752.5583,19.79951,1.98E-02,1.38E-02,-1
433,83.90286,751.7458,19.79974,1.97E-02,1.38E-02,-1
434,83.93411,752.5583,19.79919,1.97E-02,1.37E-02,-1
435,83.93568,752.2772,19.79896,1.97E-02,1.40E-02,-1
436,83.9263,752.3709,19.79833,1.97E-02,1.45E-02,-1
437,83.94036,752.4021,19.79974,1.97E-02,0.0142971,-1
438,83.93568,752.7458,19.79958,1.96E-02,1.45E-02,-1
439,83.93724,752.6209,19.79904,1.96E-02,0.0148471,-1
440,83.90599,752.1208,19.79888,1.97E-02,1.49E-02,-1
441,83.9388,751.9333,19.79583,1.96E-02,1.51E-02,-1
442,83.94193,752.7147,19.7963,1.95E-02,1.52E-02,-1
443,83.93568,752.7147,19.79599,1.95E-02,1.54E-02,-1
444,83.9263,752.3083,19.7938,1.97E-02,1.55E-02,33
445,83.94505,752.6209,19.79622,1.96E-02,1.54E-02,-1
446,83.90443,752.6209,19.79365,1.96E-02,1.55E-02,-1
447,83.94193,752.8083,19.79622,1.95E-02,1.58E-02,-1
448,83.92317,752.8709,19.79435,1.95E-02,1.59E-02,-1
449,83.92943,752.6833,19.79529,1.97E-02,1.66E-02,-1
450,83.92943,752.4958,19.79224,1.97E-02,1.60E-02,-1
451,83.94505,752.0583,19.79388,1.98E-02,1.56E-02,33
452,83.91224,752.5896,19.79349,1.97E-02,1.53E-02,-1
453,83.93098,752.4958,19.79107,1.95E-02,1.51E-02,-1
454,83.92161,752.6209,19.7931,1.97E-02,0.0149221,-1
455,83.9138,752.3396,19.79271,1.96E-02,1.48E-02,-1
456,83.9388,752.8709,19.79341,1.95E-02,0.0149221,-1
457,83.94661,752.9333,19.79263,1.96E-02,1.48E-02,-1
458,83.94349,752.7147,19.79403,1.95E-02,0.0147846,-1
459,83.90755,752.7147,19.79083,1.96E-02,1.52E-02,-1
460,83.93724,752.5896,19.79286,1.95E-02,1.52E-02,-1
461,83.93724,752.2146,19.79255,1.94E-02,1.50E-02,-1
462,83.92786,752.5271,19.79154,1.96E-02,1.52E-02,-1
463,83.94817,752.8396,19.79279,1.96E-02,1.52E-02,-1
464,83.91692,751.9021,19.79247,1.95E-02,1.49E-02,-1
465,83.93255,751.6208,19.79068,1.96E-02,1.52E-02,33
466,83.89973,752.6209,19.79146,1.96E-02,1.51E-02,-1
467,83.92786,752.6833,19.7913,1.96E-02,1.50E-02,-1
468,83.93255,752.1208,19.78989,0.0199847,1.60E-02,-1
469,83.89973,752.5271,19.79193,0.0199222,1.66E-02,-1
470,83.93724,752.1521,19.79154,0.0199847,1.66E-02,-1
471,83.93724,752.2146,19.79075,0.0201722,1.62E-02,-1
472,83.93568,752.2772,19.79021,0.0200472,1.58E-02,33
473,83.94661,752.4958,19.7906,0.0204222,0.0147596,-1
474,83.91536,751.8083,19.78864,2.04E-02,1.40E-02,-1
475,83.94193,752.5271,19.79099,2.03E-02,1.33E-02,-1
476,83.93098,752.4958,19.79099,0.0201097,1.32E-02,-1
477,83.92786,752.1208,19.7888,1.98E-02,1.33E-02,-1
478,83.92317,752.3083,19.78763,1.97E-02,1.29E-02,-1
479,83.9013,751.5896,19.78841,1.98E-02,1.31E-02,-1
480,83.93724,751.9646,19.78927,1.97E-02,1.29E-02,-1
481,83.93255,752.3709,19.79075,1.96E-02,1.32E-02,33
482,83.94505,752.5583,19.78958,1.96E-02,1.32E-02,-1
483,83.92943,751.6521,19.78896,1.94E-02,1.34E-02,-1
484,83.94349,752.4333,19.79099,1.95E-02,1.34E-02,-1
485,83.93724,752.5583,19.78935,1.96E-02,1.35E-02,-1
486,83.92161,752.1833,19.78638,1.96E-02,1.42E-02,-1
487,83.92317,752.4021,19.78802,1.97E-02,0.0144971,-1
488,83.92474,751.9958,19.78591,1.98E-02,1.44E-02,-1
489,83.91224,751.9958,19.78599,0.0201097,1.38E-02,-1
490,83.93724,752.0896,19.78591,0.0200472,1.31E-02,-1
491,83.94193,752.2146,19.78669,2.00E-02,1.25E-02,-1
492,83.94193,752.4958,19.78771,2.01E-02,1.21E-02,-1
493,83.93098,752.0271,19.7863,1.98E-02,1.14E-02,-1
494,83.9138,752.5896,19.7856,1.96E-02,1.12E-02,-1
495,83.94193,752.7147,19.7881,1.94E-02,1.06E-02,-1
496,83.94817,752.4333,19.78786,1.91E-02,1.01E-02,-1
497,83.92786,752.5896,19.78661,1.92E-02,9.63E-03,-1
498,83.94193,752.7771,19.78732,1.90E-02,9.25E-03,-1
499,83.94505,751.9021,19.78818,1.89E-02,8.70E-03,-1
500,83.90755,752.6209,19.78951,1.88E-02,8.92E-03,-1
501,83.93724,752.5271,19.78786,1.87E-02,8.69E-03,-1
502,83.94193,751.8396,19.7874,1.87E-02,8.38E-03,-1
503,83.9013,752.4646,19.78982,1.86E-02,8.33E-03,-1
